0,0
-0.046188,-0.028698
-0.075073,-0.053624
-0.065184,-0.048732
-0.057549,-0.036759
-0.046188,-0.028698
-0.051300,-0.034586
-0.041928,-0.027691
-0.044010,-0.026868
-0.044010,-0.026868
-0.045367,-0.027958
-0.034782,-0.023935
-0.060730,-0.040489
-0.054032,-0.033272
-0.046188,-0.028698
-0.057647,-0.038836
-0.069607,-0.046458
-0.044010,-0.026868
-0.067252,-0.045966
-0.073079,-0.051640
-0.080331,-0.057377
-0.128990,-0.096126
-0.044193,-0.027098
-0.059814,-0.041784
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.052845,-0.036577
-0.044010,-0.026868
-0.051639,-0.034317
-0.038681,-0.022910
-0.054448,-0.037409
-0.041656,-0.025225
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.059056,-0.040076
-0.046188,-0.028698
-0.045092,-0.028558
-0.035853,-0.023261
-0.044010,-0.026868
-0.086953,-0.065318
-0.048974,-0.030982
-0.038681,-0.022910
-0.128990,-0.096126
-0.031367,-0.022701
-0.067077,-0.044371
-0.076210,-0.053390
-0.040559,-0.024661
-0.044010,-0.026868
-0.045042,-0.027975
-0.071007,-0.058092
-0.040445,-0.026031
-0.067437,-0.052695
-0.128990,-0.096126
-0.059438,-0.043218
-0.039434,-0.025041
-0.128990,-0.096126
-0.047105,-0.029508
-0.038439,-0.023501
-0.047105,-0.029508
-0.061434,-0.040745
-0.045734,-0.028054
-0.044010,-0.026868
-0.128990,-0.096126
-0.047105,-0.029508
-0.070762,-0.047688
-0.044010,-0.026868
-0.073500,-0.050462
-0.060395,-0.038708
-0.047105,-0.029508
-0.044010,-0.026868
-0.044010,-0.026868
-0.058813,-0.040704
-0.054398,-0.034738
-0.044659,-0.027217
-0.044010,-0.026868
-0.035973,-0.022806
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.055287,-0.044561
-0.047105,-0.029508
-0.047105,-0.029508
-0.045272,-0.027328
-0.063956,-0.045174
-0.046188,-0.028698
-0.060732,-0.040224
-0.038466,-0.024057
-0.047105,-0.029508
-0.128990,-0.096126
-0.040166,-0.025581
-0.044010,-0.026868
-0.064617,-0.042531
-0.077791,-0.056063
-0.064191,-0.040498
-0.064914,-0.045170
-0.045412,-0.027736
-0.047105,-0.029508
-0.042284,-0.025743
-0.051159,-0.048805
-0.054120,-0.037357
-0.046343,-0.028741
-0.056515,-0.038139
-0.128990,-0.096126
-0.064249,-0.044771
-0.050057,-0.040431
-0.038090,-0.022327
-0.046188,-0.028698
-0.026318,-0.017867
-0.077737,-0.051934
-0.093384,-0.067983
-0.051339,-0.035083
-0.036721,-0.029880
-0.044010,-0.026868
-0.049495,-0.038084
-0.068526,-0.055438
-0.051744,-0.041316
-0.043453,-0.027766
-0.106164,-0.078976
-0.039394,-0.023480
-0.075412,-0.053169
-0.128990,-0.096126
-0.048959,-0.047494
-0.037189,-0.029638
-0.056753,-0.039239
-0.031207,-0.022043
-0.040857,-0.033859
-0.035277,-0.028160
-0.052575,-0.032955
-0.050141,-0.033472
-0.067067,-0.044209
-0.048706,-0.032449
-0.038893,-0.024782
-0.038272,-0.024993
-0.053615,-0.034334
-0.128990,-0.096126
-0.036009,-0.024542
-0.057395,-0.040230
-0.044010,-0.026868
-0.072351,-0.049649
-0.044010,-0.026868
-0.066064,-0.049732
-0.074387,-0.055176
-0.044010,-0.026868
-0.041928,-0.027691
-0.128990,-0.096126
-0.042284,-0.025743
-0.088874,-0.069378
-0.042741,-0.027304
-0.057549,-0.036759
-0.059412,-0.040240
-0.060866,-0.043076
-0.045297,-0.028646
-0.058997,-0.049936
-0.052012,-0.050289
-0.075958,-0.057309
-0.028730,-0.020812
-0.038229,-0.022159
-0.038125,-0.024559
-0.059177,-0.041220
-0.044010,-0.026868
-0.045133,-0.033600
-0.064393,-0.044286
-0.049496,-0.037300
-0.050538,-0.033779
-0.054352,-0.038260
-0.049596,-0.035748
-0.042284,-0.025743
-0.045106,-0.027643
-0.051821,-0.032066
-0.055643,-0.041680
-0.058061,-0.040184
-0.028520,-0.020020
-0.042284,-0.025743
-0.128990,-0.096126
-0.033519,-0.021885
-0.106164,-0.078976
-0.060681,-0.040934
-0.053737,-0.036465
-0.079227,-0.058073
-0.060301,-0.041547
-0.041656,-0.025225
-0.049596,-0.039829
-0.063857,-0.048671
-0.035561,-0.023181
-0.040767,-0.030911
-0.042592,-0.031592
-0.128990,-0.096126
-0.033468,-0.022698
-0.040445,-0.026031
-0.044226,-0.026416
-0.028909,-0.020320
-0.031335,-0.021222
-0.037439,-0.025951
-0.040976,-0.025637
-0.060107,-0.039073
-0.082860,-0.061051
-0.051593,-0.036367
-0.038990,-0.024754
-0.047105,-0.029508
-0.077175,-0.056975
-0.128990,-0.096126
-0.040151,-0.025329
-0.046188,-0.028698
-0.063295,-0.052541
-0.072917,-0.052047
-0.042284,-0.025743
-0.067670,-0.047475
-0.062883,-0.050085
-0.086452,-0.063580
-0.038466,-0.024057
-0.055002,-0.036464
-0.042284,-0.025743
-0.049938,-0.032550
-0.047847,-0.029635
-0.044010,-0.026868
-0.042284,-0.025743
-0.042284,-0.025743
-0.072795,-0.054309
-0.044010,-0.026868
-0.044010,-0.026868
-0.048414,-0.033761
-0.042284,-0.025743
-0.042284,-0.025743
-0.042284,-0.025743
-0.058532,-0.038254
-0.042284,-0.025743
-0.094168,-0.071684
-0.074233,-0.050386
-0.044010,-0.026868
-0.044010,-0.026868
-0.047001,-0.032032
-0.042284,-0.025743
-0.060646,-0.041209
-0.044010,-0.026868
-0.050115,-0.033773
-0.047251,-0.029715
-0.059094,-0.039875
-0.042606,-0.032985
-0.042284,-0.025743
-0.089659,-0.065048
-0.048762,-0.036490
-0.040445,-0.026031
-0.040445,-0.026031
-0.042284,-0.025743
-0.046249,-0.032284
-0.057399,-0.040763
-0.047105,-0.029508
-0.060377,-0.040729
-0.047182,-0.033499
-0.066884,-0.049192
-0.046188,-0.028698
-0.058331,-0.039016
-0.040445,-0.026031
-0.049485,-0.047494
-0.047105,-0.029508
-0.040371,-0.024555
-0.060700,-0.047823
-0.044010,-0.026868
-0.128990,-0.096126
-0.046611,-0.029464
-0.059800,-0.038242
-0.106164,-0.078976
-0.047105,-0.029508
-0.048974,-0.030982
-0.063432,-0.050881
-0.044010,-0.026868
-0.041710,-0.025272
-0.073079,-0.051640
-0.051506,-0.036184
-0.064626,-0.043464
-0.047912,-0.031199
-0.061635,-0.042611
-0.035464,-0.022734
-0.040670,-0.026510
-0.037439,-0.025951
-0.050533,-0.038588
-0.036081,-0.024637
-0.073500,-0.050462
-0.042284,-0.025743
-0.044010,-0.026868
-0.057400,-0.040558
-0.044010,-0.026868
-0.048974,-0.030982
-0.062525,-0.044024
-0.059094,-0.039875
-0.042284,-0.025743
-0.058000,-0.038075
-0.066015,-0.047106
-0.059004,-0.038416
-0.128990,-0.096126
-0.047105,-0.029508
-0.043978,-0.028484
-0.051018,-0.049044
-0.064235,-0.045000
-0.046188,-0.028698
-0.066491,-0.047914
-0.042284,-0.025743
-0.060882,-0.048708
-0.048974,-0.030982
-0.054762,-0.038389
-0.064618,-0.045367
-0.041690,-0.025431
-0.076151,-0.055899
-0.070665,-0.051094
-0.046188,-0.028698
-0.065334,-0.054312
-0.044385,-0.026523
-0.054416,-0.038134
-0.128990,-0.096126
-0.065708,-0.048956
-0.054152,-0.045545
-0.047105,-0.029508
-0.041656,-0.025225
-0.049093,-0.046338
-0.072254,-0.044276
-0.084265,-0.059597
-0.128990,-0.096126
-0.056113,-0.039095
-0.062728,-0.042100
-0.055310,-0.036826
-0.044010,-0.026868
-0.042284,-0.025743
-0.066545,-0.050237
-0.048136,-0.036751
-0.053040,-0.037124
-0.062100,-0.045677
-0.073351,-0.056974
-0.128990,-0.096126
-0.065954,-0.050373
-0.041928,-0.027691
-0.070783,-0.047648
-0.081996,-0.055986
-0.046188,-0.028698
-0.041675,-0.027581
-0.064769,-0.044965
-0.042284,-0.025743
-0.069466,-0.048544
-0.048454,-0.046743
-0.052234,-0.050562
-0.073332,-0.053413
-0.042284,-0.025743
-0.038710,-0.024622
-0.034555,-0.023634
-0.073079,-0.051640
-0.073079,-0.051640
-0.077914,-0.059778
-0.038990,-0.024754
-0.031207,-0.022043
-0.056688,-0.037582
-0.056832,-0.045928
-0.053952,-0.035408
-0.042284,-0.025743
-0.055062,-0.039728
-0.071292,-0.057660
-0.037090,-0.025562
-0.071082,-0.045640
-0.061338,-0.043452
-0.051686,-0.034783
-0.066717,-0.046064
-0.061120,-0.046591
-0.065679,-0.051981
-0.056159,-0.037048
-0.034449,-0.024301
-0.038136,-0.026011
-0.076847,-0.060366
-0.047713,-0.045506
-0.058471,-0.038762
-0.058501,-0.041424
-0.036140,-0.023016
-0.048023,-0.029401
-0.044010,-0.026868
-0.034148,-0.025545
-0.047105,-0.029508
-0.041657,-0.024776
-0.049704,-0.034484
-0.045320,-0.033644
-0.038930,-0.023106
-0.088152,-0.067968
-0.038681,-0.022910
-0.067121,-0.045208
-0.061432,-0.042410
-0.044010,-0.026868
-0.044010,-0.026868
-0.055625,-0.037400
-0.089678,-0.060202
-0.053100,-0.034982
-0.068080,-0.046024
-0.044010,-0.026868
-0.044385,-0.026523
-0.047105,-0.029508
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.073500,-0.050462
-0.058607,-0.037450
-0.048046,-0.034360
-0.037792,-0.026657
-0.046188,-0.028698
-0.053297,-0.039820
-0.044010,-0.026868
-0.050218,-0.031366
-0.044010,-0.026868
-0.045106,-0.027643
-0.099935,-0.073489
-0.038158,-0.022448
-0.065015,-0.044049
-0.044010,-0.026868
-0.068188,-0.050462
-0.044010,-0.026868
-0.063515,-0.044427
-0.046188,-0.028698
-0.070552,-0.048424
-0.042284,-0.025743
-0.104514,-0.073695
-0.044385,-0.026523
-0.050119,-0.035175
-0.035933,-0.028863
-0.044010,-0.026868
-0.041090,-0.026545
-0.044010,-0.026868
-0.044010,-0.026868
-0.052305,-0.034789
-0.065145,-0.047250
-0.042284,-0.025743
-0.046015,-0.028831
-0.062997,-0.047793
-0.054629,-0.036069
-0.128990,-0.096126
-0.045272,-0.027328
-0.049184,-0.046936
-0.061778,-0.042547
-0.044671,-0.030753
-0.061973,-0.042201
-0.044010,-0.026868
-0.044010,-0.026868
-0.128990,-0.096126
-0.046611,-0.029464
-0.053393,-0.048827
-0.044010,-0.026868
-0.050960,-0.049560
-0.050001,-0.048663
-0.044010,-0.026868
-0.044010,-0.026868
-0.045351,-0.028661
-0.064089,-0.048585
-0.069607,-0.046458
-0.044010,-0.026868
-0.045757,-0.035368
-0.044722,-0.026871
-0.041090,-0.026545
-0.047105,-0.029508
-0.044010,-0.026868
-0.075047,-0.051656
-0.128990,-0.096126
-0.069769,-0.049982
-0.044010,-0.026868
-0.052735,-0.035146
-0.044660,-0.027902
-0.041699,-0.032267
-0.059094,-0.042698
-0.044213,-0.028451
-0.044010,-0.026868
-0.128990,-0.096126
-0.056226,-0.038231
-0.053751,-0.037163
-0.047105,-0.029508
-0.044385,-0.026523
-0.063991,-0.043358
-0.048974,-0.030982
-0.045310,-0.043943
-0.058942,-0.042853
-0.069075,-0.047736
-0.048974,-0.030982
-0.067077,-0.044371
-0.050990,-0.038601
-0.055599,-0.038438
-0.048974,-0.030982
-0.042284,-0.025743
-0.068462,-0.056037
-0.070295,-0.048700
-0.064529,-0.054821
-0.050081,-0.038620
-0.053038,-0.034606
-0.063472,-0.046969
-0.072565,-0.048862
-0.076142,-0.052747
-0.059841,-0.037969
-0.051107,-0.049122
-0.067906,-0.049229
-0.128990,-0.096126
-0.049144,-0.038151
-0.073500,-0.050462
-0.051237,-0.034719
-0.044010,-0.026868
-0.046914,-0.028919
-0.050633,-0.037498
-0.048397,-0.031939
-0.041090,-0.026545
-0.051693,-0.033432
-0.060910,-0.046316
-0.059404,-0.045698
-0.041928,-0.027691
-0.068425,-0.043879
-0.038990,-0.024754
-0.081996,-0.055986
-0.044010,-0.026868
-0.080684,-0.055006
-0.053234,-0.051096
-0.050143,-0.049072
-0.040317,-0.025848
-0.047105,-0.029508
-0.066138,-0.047973
-0.086950,-0.062752
-0.048009,-0.035160
-0.059344,-0.040630
-0.059932,-0.040413
-0.128990,-0.096126
-0.062657,-0.044199
-0.044010,-0.026868
-0.077270,-0.055022
-0.048048,-0.036286
-0.053357,-0.051356
-0.060477,-0.043090
-0.053937,-0.036331
-0.029649,-0.020991
-0.128990,-0.096126
-0.051878,-0.040037
-0.081330,-0.059173
-0.038990,-0.024754
-0.031207,-0.022043
-0.043978,-0.028484
-0.062513,-0.041588
-0.041690,-0.025431
-0.090829,-0.063128
-0.062130,-0.040949
-0.052527,-0.039803
-0.047042,-0.029342
-0.042284,-0.025743
-0.077308,-0.057498
-0.046188,-0.028698
-0.045945,-0.028334
-0.047105,-0.029508
-0.038158,-0.022448
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.076210,-0.053390
-0.044010,-0.026868
-0.040445,-0.026031
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.045169,-0.028306
-0.038681,-0.022910
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.046939,-0.028949
-0.047105,-0.029508
-0.069635,-0.045879
-0.089898,-0.064697
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.051224,-0.033754
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.049171,-0.031910
-0.128990,-0.096126
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.075034,-0.055334
-0.044010,-0.026868
-0.054021,-0.034114
-0.099839,-0.073604
-0.044010,-0.026868
-0.043800,-0.028095
-0.044010,-0.026868
-0.058556,-0.040836
-0.047274,-0.034260
-0.047105,-0.029508
-0.046188,-0.028698
-0.037318,-0.023143
-0.043785,-0.041665
-0.044010,-0.026868
-0.047847,-0.029635
-0.047105,-0.029508
-0.046188,-0.028698
-0.067930,-0.046804
-0.044010,-0.026868
-0.045042,-0.027975
-0.052706,-0.047077
-0.041656,-0.025225
-0.047596,-0.029646
-0.040445,-0.026031
-0.041378,-0.026496
-0.044010,-0.026868
-0.053126,-0.034278
-0.044385,-0.026523
-0.044010,-0.026868
-0.028730,-0.020812
-0.044010,-0.026868
-0.044010,-0.026868
-0.044385,-0.026523
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.041090,-0.026545
-0.084105,-0.060179
-0.045481,-0.027306
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.072081,-0.051841
-0.044010,-0.026868
-0.047105,-0.029508
-0.044385,-0.026523
-0.044010,-0.026868
-0.078826,-0.054457
-0.046343,-0.028741
-0.047440,-0.029129
-0.042306,-0.025701
-0.080483,-0.055436
-0.041090,-0.026545
-0.063967,-0.049500
-0.045272,-0.027328
-0.048974,-0.030982
-0.060028,-0.039974
-0.044010,-0.026868
-0.056433,-0.033730
-0.048723,-0.038097
-0.080264,-0.056884
-0.050074,-0.031681
-0.038196,-0.023332
-0.062197,-0.040816
-0.073079,-0.051640
-0.078596,-0.060525
-0.051357,-0.042420
-0.068867,-0.052168
-0.042284,-0.025743
-0.128990,-0.096126
-0.047442,-0.028671
-0.054890,-0.052558
-0.057054,-0.049318
-0.054299,-0.050492
-0.049608,-0.043189
-0.037496,-0.027474
-0.035984,-0.028241
-0.046250,-0.036525
-0.044010,-0.026868
-0.041656,-0.025225
-0.106841,-0.077833
-0.044010,-0.026868
-0.044010,-0.026868
-0.042326,-0.026591
-0.044010,-0.026868
-0.063609,-0.041264
-0.056152,-0.043323
-0.041675,-0.027581
-0.043539,-0.028700
-0.075047,-0.051656
-0.044080,-0.027142
-0.047105,-0.029508
-0.047919,-0.030068
-0.047105,-0.029508
-0.046407,-0.027394
-0.096130,-0.074752
-0.040445,-0.026031
-0.037858,-0.027662
-0.044010,-0.026868
-0.088152,-0.067968
-0.044010,-0.026868
-0.047303,-0.029317
-0.069607,-0.046458
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.081196,-0.059956
-0.044010,-0.026868
-0.047105,-0.029508
-0.044010,-0.026868
-0.044010,-0.026868
-0.040382,-0.025945
-0.044722,-0.026871
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.057753,-0.038791
-0.044010,-0.026868
-0.041671,-0.032582
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.038681,-0.022910
-0.038990,-0.024754
-0.044010,-0.026868
-0.044010,-0.026868
-0.054120,-0.034136
-0.047105,-0.029508
-0.063609,-0.041264
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.038990,-0.024754
-0.044010,-0.026868
-0.048748,-0.031602
-0.044010,-0.026868
-0.040445,-0.026031
-0.044010,-0.026868
-0.052122,-0.035914
-0.041090,-0.026545
-0.128990,-0.096126
-0.044545,-0.027703
-0.040445,-0.026031
-0.049727,-0.047725
-0.044010,-0.026868
-0.075047,-0.051656
-0.075047,-0.051656
-0.046188,-0.028698
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.052802,-0.048883
-0.044010,-0.026868
-0.047105,-0.029508
-0.046188,-0.028698
-0.044010,-0.026868
-0.128990,-0.096126
-0.047105,-0.029508
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044385,-0.026523
-0.044659,-0.027217
-0.047105,-0.029508
-0.041090,-0.026545
-0.044010,-0.026868
-0.055137,-0.034794
-0.069607,-0.046458
-0.041656,-0.025225
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.081330,-0.059173
-0.046613,-0.029018
-0.047105,-0.029508
-0.050295,-0.048803
-0.061534,-0.040665
-0.029372,-0.019900
-0.045100,-0.030359
-0.044010,-0.026868
-0.040517,-0.025495
-0.046188,-0.028698
-0.038202,-0.028256
-0.045941,-0.035097
-0.053455,-0.035286
-0.055377,-0.037744
-0.043602,-0.028696
-0.046188,-0.028698
-0.042284,-0.025743
-0.044010,-0.026868
-0.052966,-0.051225
-0.057707,-0.054966
-0.050571,-0.047291
-0.029970,-0.020769
-0.041928,-0.027691
-0.044010,-0.026868
-0.044928,-0.034978
-0.041928,-0.027691
-0.042284,-0.025743
-0.044598,-0.026699
-0.060377,-0.040729
-0.044010,-0.026868
-0.044010,-0.026868
-0.042284,-0.025743
-0.059942,-0.048803
-0.047105,-0.029508
-0.041675,-0.027581
-0.058505,-0.039244
-0.075047,-0.051656
-0.044080,-0.027142
-0.047105,-0.029508
-0.044385,-0.026523
-0.046188,-0.028698
-0.048023,-0.029401
-0.051923,-0.032566
-0.064393,-0.044286
-0.043992,-0.031143
-0.046188,-0.028698
-0.065406,-0.044079
-0.057221,-0.038164
-0.088152,-0.067968
-0.046188,-0.028698
-0.077297,-0.056397
-0.073500,-0.050462
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.033910,-0.023765
-0.069281,-0.042981
-0.044010,-0.026868
-0.047105,-0.029508
-0.044010,-0.026868
-0.128990,-0.096126
-0.044010,-0.026868
-0.047105,-0.029508
-0.046871,-0.029193
-0.044010,-0.026868
-0.047263,-0.027547
-0.044010,-0.026868
-0.049236,-0.031555
-0.044010,-0.026868
-0.044010,-0.026868
-0.046188,-0.028698
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.071336,-0.051479
-0.047939,-0.030159
-0.064393,-0.044286
-0.037286,-0.023953
-0.069607,-0.046458
-0.044010,-0.026868
-0.041656,-0.025225
-0.048010,-0.033632
-0.044010,-0.026868
-0.044010,-0.026868
-0.042284,-0.025743
-0.044010,-0.026868
-0.044010,-0.026868
-0.042157,-0.031546
-0.059353,-0.044112
-0.044010,-0.026868
-0.075047,-0.051656
-0.066555,-0.045518
-0.057599,-0.038296
-0.044994,-0.027676
-0.128990,-0.096126
-0.047725,-0.045296
-0.047105,-0.029508
-0.047105,-0.029508
-0.046188,-0.028698
-0.044010,-0.026868
-0.044010,-0.026868
-0.044385,-0.026523
-0.053927,-0.048289
-0.044010,-0.026868
-0.046188,-0.028698
-0.128990,-0.096126
-0.047105,-0.029508
-0.060510,-0.046646
-0.062130,-0.040949
-0.044010,-0.026868
-0.041625,-0.027298
-0.044010,-0.026868
-0.044010,-0.026868
-0.044385,-0.026523
-0.044010,-0.026868
-0.047105,-0.029508
-0.044385,-0.026523
-0.044010,-0.026868
-0.047105,-0.029508
-0.047105,-0.029508
-0.038990,-0.024754
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.039319,-0.027276
-0.062244,-0.041857
-0.047105,-0.029508
-0.051211,-0.049756
-0.096368,-0.075198
-0.044385,-0.026523
-0.048974,-0.030982
-0.044010,-0.026868
-0.065406,-0.044079
-0.066555,-0.045518
-0.082603,-0.059659
-0.053648,-0.034866
-0.080476,-0.055650
-0.044010,-0.026868
-0.051119,-0.040340
-0.077268,-0.056879
-0.041656,-0.025225
-0.038000,-0.030333
-0.028404,-0.020299
-0.044355,-0.026684
-0.073079,-0.051640
-0.042182,-0.037902
-0.064193,-0.051152
-0.044010,-0.026868
-0.085804,-0.058318
-0.049847,-0.048660
-0.051873,-0.050343
-0.048083,-0.046912
-0.081996,-0.055986
-0.065993,-0.042785
-0.037669,-0.028458
-0.054038,-0.037006
-0.049790,-0.034468
-0.038990,-0.024754
-0.056050,-0.038088
-0.057912,-0.037191
-0.045272,-0.027328
-0.058473,-0.046636
-0.047105,-0.029508
-0.042284,-0.025743
-0.066572,-0.047590
-0.044385,-0.026523
-0.043534,-0.026243
-0.080601,-0.058539
-0.040663,-0.027302
-0.044385,-0.026523
-0.044010,-0.026868
-0.071900,-0.048669
-0.046611,-0.029464
-0.128990,-0.096126
-0.051040,-0.033323
-0.047105,-0.029508
-0.044010,-0.026868
-0.088152,-0.067968
-0.044010,-0.026868
-0.057160,-0.036820
-0.047105,-0.029508
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.044010,-0.026868
-0.038990,-0.024754
-0.047865,-0.030466
-0.067673,-0.046139
-0.044010,-0.026868
-0.047105,-0.029508
-0.036820,-0.023460
-0.044010,-0.026868
-0.040445,-0.026031
-0.044722,-0.026871
-0.067241,-0.047057
-0.038990,-0.024754
-0.072903,-0.046452
-0.069891,-0.052384
-0.044010,-0.026868
-0.044010,-0.026868
-0.038681,-0.022910
-0.044010,-0.026868
-0.044010,-0.026868
-0.058509,-0.043577
-0.060974,-0.040929
-0.044010,-0.026868
-0.054922,-0.032321
-0.069607,-0.046458
-0.049314,-0.030687
-0.047105,-0.029508
-0.039407,-0.027683
-0.044010,-0.026868
-0.039394,-0.023480
-0.044010,-0.026868
-0.048046,-0.030410
-0.044010,-0.026868
-0.038681,-0.022910
-0.044010,-0.026868
-0.047878,-0.032694
-0.040445,-0.026031
-0.044010,-0.026868
-0.087473,-0.066025
-0.047105,-0.029508
-0.045351,-0.028661
-0.040445,-0.026031
-0.069607,-0.046458
-0.047105,-0.029508
-0.045012,-0.027079
-0.051563,-0.035384
-0.044010,-0.026868
-0.044010,-0.026868
-0.047105,-0.029508
-0.053415,-0.041685
-0.057009,-0.036419
-0.047105,-0.029508
-0.059962,-0.042010
-0.067252,-0.045966
-0.054004,-0.038926
-0.046041,-0.033549
-0.044010,-0.026868
-0.044010,-0.026868
-0.046188,-0.028698
-0.044385,-0.026523
-0.076210,-0.053390
-0.082504,-0.059404
-0.044010,-0.026868
-0.040445,-0.026031
-0.047105,-0.029508
-0.047676,-0.039311
-0.044010,-0.026868
-0.040559,-0.024661
-0.044010,-0.026868
-0.041656,-0.025225
-0.069843,-0.048653
-0.050818,-0.034737
-0.047105,-0.029508
-0.052233,-0.050340
-0.047105,-0.029508
-0.043193,-0.026548
-0.076962,-0.052616
-0.044385,-0.026523
-0.058458,-0.041842
-0.047105,-0.029508
-0.057105,-0.045849
-0.045106,-0.027643
-0.054966,-0.032895
-0.060979,-0.050888
-0.048201,-0.033245
-0.060211,-0.040723
-0.058052,-0.038457
-0.037224,-0.023619
-0.081283,-0.059620
-0.049675,-0.030558
-0.069264,-0.050667
-0.044010,-0.026868
-0.046976,-0.030286
-0.052572,-0.050517
-0.088152,-0.067968
-0.049361,-0.048021
-0.046518,-0.029627
-0.053126,-0.037547
-0.073079,-0.051640
-0.057265,-0.045201
-0.043254,-0.027516
-0.053805,-0.034494
-0.055116,-0.039892
-0.081489,-0.058322
-0.046188,-0.028698
-0.076164,-0.054519
-0.047105,-0.029508
-0.030306,-0.020535
-0.044010,-0.026868
-0.052125,-0.035802
-0.075047,-0.051656
-0.082626,-0.060327
-0.035688,-0.021762
-0.044010,-0.026868
-0.044385,-0.026523
-0.106164,-0.078976
-0.063991,-0.043358
-0.052411,-0.034917
-0.048023,-0.029401
-0.046188,-0.028698
